name,tab,start_time,end_time,path_to_file,parent,gain_db
Ta Bom Vc Fala Demais - part 2,Roast,00:00:02.449,00:00:04.898,sounds/Roast/Ta Bom Vc Fala Demais.mp3,Ta Bom Vc Fala Demais,-0.8
Ta Bom Vc Fala Demais - part 3,Roast,00:00:04.898,00:00:07.347,sounds/Roast/Ta Bom Vc Fala Demais.mp3,Ta Bom Vc Fala Demais,-1.7
Ta Bom Vc Fala Demais - part 4,Roast,00:00:07.347,00:00:09.796,sounds/Roast/Ta Bom Vc Fala Demais.mp3,Ta Bom Vc Fala Demais,-1.7
Voce Nao Tem Aura,Roast,00:00:00.000,00:00:16.908,sounds/Roast/Voce Nao Tem Aura.mp3,,1.9
Voce Nao Tem Aura - part 1,Roast,00:00:00.000,00:00:04.227,sounds/Roast/Voce Nao Tem Aura.mp3,Voce Nao Tem Aura,1.8
Voce Nao Tem Aura - part 2,Roast,00:00:04.227,00:00:08.454,sounds/Roast/Voce Nao Tem Aura.mp3,Voce Nao Tem Aura,1.7
Voce Nao Tem Aura - part 3,Roast,00:00:08.454,00:00:12.681,sounds/Roast/Voce Nao Tem Aura.mp3,Voce Nao Tem Aura,1.7
Voce Nao Tem Aura - part 4,Roast,00:00:12.681,00:00:16.908,sounds/Roast/Voce Nao Tem Aura.mp3,Voce Nao Tem Aura,1.9
Anime An,Sons,00:00:00.000,00:00:00.836,sounds/Sons/Anime An.mp3,,-6.5
Anime An - part 1,Sons,00:00:00.000,00:00:00.418,sounds/Sons/Anime An.mp3,Anime An,-6.5
Anime An - part 2,Sons,00:00:00.418,00:00:00.836,sounds/Sons/Anime An.mp3,Anime An,-6.5
Ba Dun Tss,Sons,00:00:00.000,00:00:02.403,sounds/Sons/Ba Dun Tss.mp3,,-4.7
Cavalo,Sons,00:00:00.000,00:00:00.940,sounds/Sons/Cavalo.mp3,,-6.9
Cavalo - part 1,Sons,00:00:00.000,00:00:00.470,sounds/Sons/Cavalo.mp3,Cavalo,-6.9
Cavalo - part 2,Sons,00:00:00.470,00:00:00.940,sounds/Sons/Cavalo.mp3,Cavalo,-6.9
Damage Minecraft,Sons,00:00:00.000,00:00:00.366,sounds/Sons/Damage Minecraft.mp3,,12.0
Damage Minecraft - part 1,Sons,00:00:00.000,00:00:00.183,sounds/Sons/Damage Minecraft.mp3,Damage Minecraft,12.0
Damage Minecraft - part 2,Sons,00:00:00.183,00:00:00.366,sounds/Sons/Damage Minecraft.mp3,Damage Minecraft,12.0
Damage Roblox,Sons,00:00:00.000,00:00:01.463,sounds/Sons/Damage Roblox.mp3,,3.3
Damage Roblox - part 1,Sons,00:00:00.000,00:00:00.366,sounds/Sons/Damage Roblox.mp3,Damage Roblox,3.3
Damage Roblox - part 2,Sons,00:00:00.366,00:00:00.732,sounds/Sons/Damage Roblox.mp3,Damage Roblox,3.3
Damage Roblox - part 3,Sons,00:00:00.732,00:00:01.097,sounds/Sons/Damage Roblox.mp3,Damage Roblox,3.3
Damage Roblox - part 4,Sons,00:00:01.097,00:00:01.463,sounds/Sons/Damage Roblox.mp3,Damage Roblox,3.3
Erro Windows XP,Sons,00:00:00.000,00:00:00.993,sounds/Sons/Erro Windows XP.mp3,,-2.3
Erro Windows XP - part 1,Sons,00:00:00.000,00:00:00.496,sounds/Sons/Erro Windows XP.mp3,Erro Windows XP,-2.3
Erro Windows XP - part 2,Sons,00:00:00.496,00:00:00.993,sounds/Sons/Erro Windows XP.mp3,Erro Windows XP,-2.3
Finish Him,Sons,00:00:00.000,00:00:01.634,sounds/Sons/Finish Him.mp3,,-0.2
Finish Him - part 1,Sons,00:00:00.000,00:00:00.408,sounds/Sons/Finish Him.mp3,Finish Him,-0.2
Finish Him - part 2,Sons,00:00:00.408,00:00:00.817,sounds/Sons/Finish Him.mp3,Finish Him,-0.2
Finish Him - part 3,Sons,00:00:00.817,00:00:01.225,sounds/Sons/Finish Him.mp3,Finish Him,-0.2
Finish Him - part 4,Sons,00:00:01.225,00:00:01.634,sounds/Sons/Finish Him.mp3,Finish Him,-0.2
Flashbang,Sons,00:00:00.000,00:00:03.942,sounds/Sons/Flashbang.mp3,,-4.9
Foguete Apito,Sons,00:00:00.000,00:00:07.015,sounds/Sons/Foguete Apito.mp3,,-5.9
Foguete Apito - part 1,Sons,00:00:00.000,00:00:01.754,sounds/Sons/Foguete Apito.mp3,Foguete Apito,-6.9
Foguete Apito - part 2,Sons,00:00:01.754,00:00:03.507,sounds/Sons/Foguete Apito.mp3,Foguete Apito,-6.5
Foguete Apito - part 3,Sons,00:00:03.507,00:00:05.261,sounds/Sons/Foguete Apito.mp3,Foguete Apito,-5.9
Foguete Apito - part 4,Sons,00:00:05.261,00:00:07.015,sounds/Sons/Foguete Apito.mp3,Foguete Apito,-5.9
Ifood,Sons,00:00:00.000,00:00:00.963,sounds/Sons/Ifood.mp3,,-4.9
Ifood - part 1,Sons,00:00:00.000,00:00:00.481,sounds/Sons/Ifood.mp3,Ifood,-4.9
Ifood - part 2,Sons,00:00:00.481,00:00:00.963,sounds/Sons/Ifood.mp3,Ifood,-4.9
Metal Pipe,Sons,00:00:00.000,00:00:02.786,sounds/Sons/Metal Pipe.mp3,,-12.0
Quest Update,Sons,00:00:00.000,00:00:04.825,sounds/Sons/Quest Update.mp3,,2.3
Rei do Gado,Sons,00:00:00.000,00:00:08.006,sounds/Sons/Rei do Gado.mp3,,4.3
Rei do Gado - part 1,Sons,00:00:00.000,00:00:02.002,sounds/Sons/Rei do Gado.mp3,Rei do Gado,4.2
Rei do Gado - part 2,Sons,00:00:02.002,00:00:04.003,sounds/Sons/Rei do Gado.mp3,Rei do Gado,4.2
Rei do Gado - part 3,Sons,00:00:04.003,00:00:06.005,sounds/Sons/Rei do Gado.mp3,Rei do Gado,4.3
Rei do Gado - part 4,Sons,00:00:06.005,00:00:08.006,sounds/Sons/Rei do Gado.mp3,Rei do Gado,4.3
Scary Cave,Sons,00:00:00.000,00:00:06.008,sounds/Sons/Scary Cave.mp3,,10.3
Scary Cave - part 1,Sons,00:00:00.000,00:00:01.502,sounds/Sons/Scary Cave.mp3,Scary Cave,10.3
Scary Cave - part 2,Sons,00:00:01.502,00:00:03.004,sounds/Sons/Scary Cave.mp3,Scary Cave,10.3
Scary Cave - part 3,Sons,00:00:03.004,00:00:04.506,sounds/Sons/Scary Cave.mp3,Scary Cave,10.3
Scary Cave - part 4,Sons,00:00:04.506,00:00:06.008,sounds/Sons/Scary Cave.mp3,Scary Cave,10.3
Serjao - Onca,Sons,00:00:00.000,00:00:01.985,sounds/Sons/Serjao - Onca.mp3,,-2.6
Serjao - Onca - part 1,Sons,00:00:00.000,00:00:00.496,sounds/Sons/Serjao - Onca.mp3,Serjao - Onca,-2.6
Serjao - Onca - part 2,Sons,00:00:00.496,00:00:00.993,sounds/Sons/Serjao - Onca.mp3,Serjao - Onca,-2.6
Serjao - Onca - part 3,Sons,00:00:00.993,00:00:01.489,sounds/Sons/Serjao - Onca.mp3,Serjao - Onca,-2.6
Serjao - Onca - part 4,Sons,00:00:01.489,00:00:01.985,sounds/Sons/Serjao - Onca.mp3,Serjao - Onca,-2.6
Siuuuuu,Sons,00:00:00.000,00:00:01.489,sounds/Sons/Siuuuuu.mp3,,-6.4
Siuuuuu - part 1,Sons,00:00:00.000,00:00:00.372,sounds/Sons/Siuuuuu.mp3,Siuuuuu,-6.4
Siuuuuu - part 2,Sons,00:00:00.372,00:00:00.745,sounds/Sons/Siuuuuu.mp3,Siuuuuu,-6.4
Siuuuuu - part 3,Sons,00:00:00.745,00:00:01.117,sounds/Sons/Siuuuuu.mp3,Siuuuuu,-6.4
Siuuuuu - part 4,Sons,00:00:01.117,00:00:01.489,sounds/Sons/Siuuuuu.mp3,Siuuuuu,-6.4
Transformers,Sons,00:00:00.000,00:00:01.986,sounds/Sons/Transformers.mp3,,-8.9
Transformers - part 1,Sons,00:00:00.000,00:00:00.496,sounds/Sons/Transformers.mp3,Transformers,-8.9
Transformers - part 2,Sons,00:00:00.496,00:00:00.993,sounds/Sons/Transformers.mp3,Transformers,-8.9
Transformers - part 3,Sons,00:00:00.993,00:00:01.490,sounds/Sons/Transformers.mp3,Transformers,-8.9
Transformers - part 4,Sons,00:00:01.490,00:00:01.986,sounds/Sons/Transformers.mp3,Transformers,-8.9
Tun Tun,Sons,00:00:00.000,00:00:09.870,sounds/Sons/Tun Tun.mp3,,-12.0
Tun Tun - part 1,Sons,00:00:00.000,00:00:02.467,sounds/Sons/Tun Tun.mp3,Tun Tun,-12.0
Tun Tun - part 2,Sons,00:00:02.467,00:00:04.935,sounds/Sons/Tun Tun.mp3,Tun Tun,-12.0
Tun Tun - part 3,Sons,00:00:04.935,00:00:07.402,sounds/Sons/Tun Tun.mp3,Tun Tun,-12.0
Tun Tun - part 4,Sons,00:00:07.402,00:00:09.870,sounds/Sons/Tun Tun.mp3,Tun Tun,-12.0
Ah Agora Eu Entendi Agora eu Saquei,Surpresa,00:00:00.000,00:00:06.922,sounds/Surpresa/Ah Agora Eu Entendi Agora eu Saquei.mp3,,-0.1
Ah Agora Eu Entendi Agora eu Saquei - part 1,Surpresa,00:00:00.000,00:00:01.730,sounds/Surpresa/Ah Agora Eu Entendi Agora eu Saquei.mp3,Ah Agora Eu Entendi Agora eu Saquei,-0.8
Ah Agora Eu Entendi Agora eu Saquei - part 2,Surpresa,00:00:01.730,00:00:03.461,sounds/Surpresa/Ah Agora Eu Entendi Agora eu Saquei.mp3,Ah Agora Eu Entendi Agora eu Saquei,0.1
Ah Agora Eu Entendi Agora eu Saquei - part 3,Surpresa,00:00:03.461,00:00:05.191,sounds/Surpresa/Ah Agora Eu Entendi Agora eu Saquei.mp3,Ah Agora Eu Entendi Agora eu Saquei,-0.1
Ah Agora Eu Entendi Agora eu Saquei - part 4,Surpresa,00:00:05.191,00:00:06.922,sounds/Surpresa/Ah Agora Eu Entendi Agora eu Saquei.mp3,Ah Agora Eu Entendi Agora eu Saquei,-0.1
Alert Metal Gear,Surpresa,00:00:00.000,00:00:01.567,sounds/Surpresa/Alert Metal Gear.mp3,,-2.4
Alert Metal Gear - part 1,Surpresa,00:00:00.000,00:00:00.392,sounds/Surpresa/Alert Metal Gear.mp3,Alert Metal Gear,-2.4
Alert Metal Gear - part 2,Surpresa,00:00:00.392,00:00:00.783,sounds/Surpresa/Alert Metal Gear.mp3,Alert Metal Gear,-2.4
Alert Metal Gear - part 3,Surpresa,00:00:00.783,00:00:01.175,sounds/Surpresa/Alert Metal Gear.mp3,Alert Metal Gear,-2.4
Alert Metal Gear - part 4,Surpresa,00:00:01.175,00:00:01.567,sounds/Surpresa/Alert Metal Gear.mp3,Alert Metal Gear,-2.4
Arquivo X Song,Surpresa,00:00:00.000,00:00:14.864,sounds/Surpresa/Arquivo X Song.mp3,,-1.9
Arquivo X Song - part 1,Surpresa,00:00:00.000,00:00:03.716,sounds/Surpresa/Arquivo X Song.mp3,Arquivo X Song,-1.6
Arquivo X Song - part 2,Surpresa,00:00:03.716,00:00:07.432,sounds/Surpresa/Arquivo X Song.mp3,Arquivo X Song,-1.2
Arquivo X Song - part 3,Surpresa,00:00:07.432,00:00:11.148,sounds/Surpresa/Arquivo X Song.mp3,Arquivo X Song,-1.8
Arquivo X Song - part 4,Surpresa,00:00:11.148,00:00:14.864,sounds/Surpresa/Arquivo X Song.mp3,Arquivo X Song,-1.9
Como é Amigo?,Surpresa,00:00:00.000,00:00:00.682,sounds/Surpresa/Como é Amigo?.mp3,,-5.9
Como é Amigo? - part 1,Surpresa,00:00:00.000,00:00:00.341,sounds/Surpresa/Como é Amigo?.mp3,Como é Amigo?,-5.9
Como é Amigo? - part 2,Surpresa,00:00:00.341,00:00:00.682,sounds/Surpresa/Como é Amigo?.mp3,Como é Amigo?,-5.9
Eu Gosto E Assim Amostradinho,Surpresa,00:00:00.000,00:00:04.650,sounds/Surpresa/Eu Gosto E Assim Amostradinho.mp3,,-3.2
Eu Gosto E Assim Amostradinho - word 1,Surpresa,00:00:00.000,00:00:01.120,sounds/Surpresa/Eu Gosto E Assim Amostradinho.mp3,Eu Gosto E Assim Amostradinho,-3.0
Eu Gosto E Assim Amostradinho - word 2,Surpresa,00:00:01.420,00:00:02.880,sounds/Surpresa/Eu Gosto E Assim Amostradinho.mp3,Eu Gosto E Assim Amostradinho,-3.2
Eu Gosto E Assim Amostradinho - word 3,Surpresa,00:00:02.980,00:00:03.820,sounds/Surpresa/Eu Gosto E Assim Amostradinho.mp3,Eu Gosto E Assim Amostradinho,-3.2
Eu Gosto E Assim Amostradinho - word 4,Surpresa,00:00:03.880,00:00:04.600,sounds/Surpresa/Eu Gosto E Assim Amostradinho.mp3,Eu Gosto E Assim Amostradinho,-3.2
Faustão - Oloko meu,Surpresa,00:00:00.000,00:00:03.553,sounds/Surpresa/Faustão - Oloko meu.mp3,,-7.2
Galvão - Olha o Que Aconteceu,Surpresa,00:00:00.000,00:00:02.940,sounds/Surpresa/Galvão - Olha o Que Aconteceu.mp3,,0.9
Galvão - Olha o que ele fez,Surpresa,00:00:00.000,00:00:04.188,sounds/Surpresa/Galvão - Olha o que ele fez.mp3,,-7.5
Galvão - Olha o que ele fez - word 1,Surpresa,00:00:00.000,00:00:03.420,sounds/Surpresa/Galvão - Olha o que ele fez.mp3,Galvão - Olha o que ele fez,-7.5
Galvão - Olha o que ele fez - word 2,Surpresa,00:00:03.640,00:00:03.920,sounds/Surpresa/Galvão - Olha o que ele fez.mp3,Galvão - Olha o que ele fez,-7.5
Musica Spiderman Meme,Surpresa,00:00:00.000,00:00:12.400,sounds/Surpresa/Musica Spiderman Meme.mp3,,-3.5
Musica Spiderman Meme - part 1,Surpresa,00:00:00.000,00:00:03.100,sounds/Surpresa/Musica Spiderman Meme.mp3,Musica Spiderman Meme,-3.2
Musica Spiderman Meme - part 2,Surpresa,00:00:03.100,00:00:06.200,sounds/Surpresa/Musica Spiderman Meme.mp3,Musica Spiderman Meme,-3.0
Musica Spiderman Meme - part 3,Surpresa,00:00:06.200,00:00:09.300,sounds/Surpresa/Musica Spiderman Meme.mp3,Musica Spiderman Meme,-3.4
Musica Spiderman Meme - part 4,Surpresa,00:00:09.300,00:00:12.400,sounds/Surpresa/Musica Spiderman Meme.mp3,Musica Spiderman Meme,-3.5
Oh My God,Surpresa,00:00:00.000,00:00:01.637,sounds/Surpresa/Oh My God.mp3,,-10.1
Oh My God - part 1,Surpresa,00:00:00.000,00:00:00.409,sounds/Surpresa/Oh My God.mp3,Oh My God,-10.1
Oh My God - part 2,Surpresa,00:00:00.409,00:00:00.819,sounds/Surpresa/Oh My God.mp3,Oh My God,-10.1
Oh My God - part 3,Surpresa,00:00:00.819,00:00:01.228,sounds/Surpresa/Oh My God.mp3,Oh My God,-10.1
Oh My God - part 4,Surpresa,00:00:01.228,00:00:01.637,sounds/Surpresa/Oh My God.mp3,Oh My God,-10.1
Passada Chocada,Surpresa,00:00:00.000,00:00:10.073,sounds/Surpresa/Passada Chocada.mp3,,2.9
Passada Chocada - part 1,Surpresa,00:00:00.000,00:00:02.518,sounds/Surpresa/Passada Chocada.mp3,Passada Chocada,4.2
Passada Chocada - part 2,Surpresa,00:00:02.518,00:00:05.037,sounds/Surpresa/Passada Chocada.mp3,Passada Chocada,4.4
Passada Chocada - part 3,Surpresa,00:00:05.037,00:00:07.555,sounds/Surpresa/Passada Chocada.mp3,Passada Chocada,2.9
Passada Chocada - part 4,Surpresa,00:00:07.555,00:00:10.073,sounds/Surpresa/Passada Chocada.mp3,Passada Chocada,2.9
Song - Drama,Surpresa,00:00:00.000,00:00:04.853,sounds/Surpresa/Song - Drama.mp3,,-3.1
Song - Drama - word 1,Surpresa,00:00:00.000,00:00:01.140,sounds/Surpresa/Song - Drama.mp3,Song - Drama,-3.3
Song - Drama - word 2,Surpresa,00:00:01.220,00:00:02.880,sounds/Surpresa/Song - Drama.mp3,Song - Drama,-3.1
Song - Drama - word 3,Surpresa,00:00:03.000,00:00:04.120,sounds/Surpresa/Song - Drama.mp3,Song - Drama,-3.1
Song - Drama - word 4,Surpresa,00:00:04.160,00:00:04.780,sounds/Surpresa/Song - Drama.mp3,Song - Drama,-3.1
Song - Tense,Surpresa,00:00:00.000,00:00:10.710,sounds/Surpresa/Song - Tense.mp3,,3.6
Song - Tense - part 1,Surpresa,00:00:00.000,00:00:02.678,sounds/Surpresa/Song - Tense.mp3,Song - Tense,3.3
Song - Tense - part 2,Surpresa,00:00:02.678,00:00:05.355,sounds/Surpresa/Song - Tense.mp3,Song - Tense,2.9
Song - Tense - part 3,Surpresa,00:00:05.355,00:00:08.033,sounds/Surpresa/Song - Tense.mp3,Song - Tense,3.6
Song - Tense - part 4,Surpresa,00:00:08.033,00:00:10.710,sounds/Surpresa/Song - Tense.mp3,Song - Tense,3.6
Ta Porra Menor,Surpresa,00:00:00.000,00:00:02.689,sounds/Surpresa/Ta Porra Menor.mp3,,-10.3
Voices of Heaven,Surpresa,00:00:00.000,00:00:11.564,sounds/Surpresa/Voices of Heaven.mp3,,-2.9
Voices of Heaven - part 1,Surpresa,00:00:00.000,00:00:02.891,sounds/Surpresa/Voices of Heaven.mp3,Voices of Heaven,-2.2
Voices of Heaven - part 2,Surpresa,00:00:02.891,00:00:05.782,sounds/Surpresa/Voices of Heaven.mp3,Voices of Heaven,-2.3
Voices of Heaven - part 3,Surpresa,00:00:05.782,00:00:08.673,sounds/Surpresa/Voices of Heaven.mp3,Voices of Heaven,-2.9
Voices of Heaven - part 4,Surpresa,00:00:08.673,00:00:11.564,sounds/Surpresa/Voices of Heaven.mp3,Voices of Heaven,-2.9
What WTF,Surpresa,00:00:00.000,00:00:03.162,sounds/Surpresa/What WTF.mp3,,-2.9
What WTF - word 1,Surpresa,00:00:00.080,00:00:00.820,sounds/Surpresa/What WTF.mp3,What WTF,-2.9
What WTF - word 2,Surpresa,00:00:02.440,00:00:03.162,sounds/Surpresa/What WTF.mp3,What WTF,-2.9
What? Sanctuary Guardian,Surpresa,00:00:00.000,00:00:09.009,sounds/Surpresa/What? Sanctuary Guardian.mp3,,2.7
What? Sanctuary Guardian - part 1,Surpresa,00:00:00.000,00:00:02.252,sounds/Surpresa/What? Sanctuary Guardian.mp3,What? Sanctuary Guardian,2.3
What? Sanctuary Guardian - part 2,Surpresa,00:00:02.252,00:00:04.505,sounds/Surpresa/What? Sanctuary Guardian.mp3,What? Sanctuary Guardian,2.3
What? Sanctuary Guardian - part 3,Surpresa,00:00:04.505,00:00:06.757,sounds/Surpresa/What? Sanctuary Guardian.mp3,What? Sanctuary Guardian,2.7
What? Sanctuary Guardian - part 4,Surpresa,00:00:06.757,00:00:09.009,sounds/Surpresa/What? Sanctuary Guardian.mp3,What? Sanctuary Guardian,2.7
Wow,Surpresa,00:00:00.000,00:00:04.180,sounds/Surpresa/Wow.mp3,,1.0
Acaba Pelo Amor de Deus,Tristeza,00:00:00.000,00:00:08.556,sounds/Tristeza/Acaba Pelo Amor de Deus.mp3,,-7.3
Acaba Pelo Amor de Deus - part 1,Tristeza,00:00:00.000,00:00:02.139,sounds/Tristeza/Acaba Pelo Amor de Deus.mp3,Acaba Pelo Amor de Deus,-8.6
Acaba Pelo Amor de Deus - part 2,Tristeza,00:00:02.139,00:00:04.278,sounds/Tristeza/Acaba Pelo Amor de Deus.mp3,Acaba Pelo Amor de Deus,-8.2
Acaba Pelo Amor de Deus - part 3,Tristeza,00:00:04.278,00:00:06.417,sounds/Tristeza/Acaba Pelo Amor de Deus.mp3,Acaba Pelo Amor de Deus,-7.3
Acaba Pelo Amor de Deus - part 4,Tristeza,00:00:06.417,00:00:08.556,sounds/Tristeza/Acaba Pelo Amor de Deus.mp3,Acaba Pelo Amor de Deus,-7.3
Ai Ai,Tristeza,00:00:00.000,00:00:01.881,sounds/Tristeza/Ai Ai.mp3,,-12.0
Ai Ai - part 1,Tristeza,00:00:00.000,00:00:00.470,sounds/Tristeza/Ai Ai.mp3,Ai Ai,-12.0
Ai Ai - part 2,Tristeza,00:00:00.470,00:00:00.941,sounds/Tristeza/Ai Ai.mp3,Ai Ai,-12.0
Ai Ai - part 3,Tristeza,00:00:00.941,00:00:01.411,sounds/Tristeza/Ai Ai.mp3,Ai Ai,-12.0
Ai Ai - part 4,Tristeza,00:00:01.411,00:00:01.881,sounds/Tristeza/Ai Ai.mp3,Ai Ai,-12.0
Bolsonaro - Vida E Uma Desgraca,Tristeza,00:00:00.000,00:00:10.656,sounds/Tristeza/Bolsonaro - Vida E Uma Desgraca.mp3,,9.0
Bolsonaro - Vida E Uma Desgraca - part 1,Tristeza,00:00:00.000,00:00:02.664,sounds/Tristeza/Bolsonaro - Vida E Uma Desgraca.mp3,Bolsonaro - Vida E Uma Desgraca,8.8
Bolsonaro - Vida E Uma Desgraca - part 2,Tristeza,00:00:02.664,00:00:05.328,sounds/Tristeza/Bolsonaro - Vida E Uma Desgraca.mp3,Bolsonaro - Vida E Uma Desgraca,9.1
Bolsonaro - Vida E Uma Desgraca - part 3,Tristeza,00:00:05.328,00:00:07.992,sounds/Tristeza/Bolsonaro - Vida E Uma Desgraca.mp3,Bolsonaro - Vida E Uma Desgraca,9.0
Bolsonaro - Vida E Uma Desgraca - part 4,Tristeza,00:00:07.992,00:00:10.656,sounds/Tristeza/Bolsonaro - Vida E Uma Desgraca.mp3,Bolsonaro - Vida E Uma Desgraca,9.0
Darth Vader - Noooooo,Tristeza,00:00:00.000,00:00:05.303,sounds/Tristeza/Darth Vader - Noooooo.mp3,,-7.6
Emotional Damage,Tristeza,00:00:00.000,00:00:03.320,sounds/Tristeza/Emotional Damage.mp3,,-7.1
Emotional Damage - word 1,Tristeza,00:00:00.420,00:00:00.900,sounds/Tristeza/Emotional Damage.mp3,Emotional Damage,-7.1
Emotional Damage - word 2,Tristeza,00:00:01.060,00:00:03.320,sounds/Tristeza/Emotional Damage.mp3,Emotional Damage,-7.1
Esse Ai Sou Eu,Tristeza,00:00:00.000,00:00:06.409,sounds/Tristeza/Esse Ai Sou Eu.mp3,,-4.6
Esse Ai Sou Eu - part 1,Tristeza,00:00:00.000,00:00:01.602,sounds/Tristeza/Esse Ai Sou Eu.mp3,Esse Ai Sou Eu,-5.2
Esse Ai Sou Eu - part 2,Tristeza,00:00:01.602,00:00:03.204,sounds/Tristeza/Esse Ai Sou Eu.mp3,Esse Ai Sou Eu,-4.9
Esse Ai Sou Eu - part 3,Tristeza,00:00:03.204,00:00:04.807,sounds/Tristeza/Esse Ai Sou Eu.mp3,Esse Ai Sou Eu,-4.6
Esse Ai Sou Eu - part 4,Tristeza,00:00:04.807,00:00:06.409,sounds/Tristeza/Esse Ai Sou Eu.mp3,Esse Ai Sou Eu,-4.6
Fahhhh,Tristeza,00:00:00.000,00:00:01.927,sounds/Tristeza/Fahhhh.mp3,,-12.0
Fahhhh - part 1,Tristeza,00:00:00.000,00:00:00.482,sounds/Tristeza/Fahhhh.mp3,Fahhhh,-12.0
Fahhhh - part 2,Tristeza,00:00:00.482,00:00:00.964,sounds/Tristeza/Fahhhh.mp3,Fahhhh,-12.0
Fahhhh - part 3,Tristeza,00:00:00.964,00:00:01.445,sounds/Tristeza/Fahhhh.mp3,Fahhhh,-12.0
Fahhhh - part 4,Tristeza,00:00:01.445,00:00:01.927,sounds/Tristeza/Fahhhh.mp3,Fahhhh,-12.0
Faustão - Ta Pegando Fogo Bixo,Tristeza,00:00:00.000,00:00:03.505,sounds/Tristeza/Faustão - Ta Pegando Fogo Bixo.mp3,,-10.6
Galvão - Bem Amigos Terminou,Tristeza,00:00:00.000,00:00:09.228,sounds/Tristeza/Galvão - Bem Amigos Terminou.mp3,,-5.1
Galvão - Bem Amigos Terminou - part 1,Tristeza,00:00:00.000,00:00:02.307,sounds/Tristeza/Galvão - Bem Amigos Terminou.mp3,Galvão - Bem Amigos Terminou,-6.6
Galvão - Bem Amigos Terminou - part 2,Tristeza,00:00:02.307,00:00:04.614,sounds/Tristeza/Galvão - Bem Amigos Terminou.mp3,Galvão - Bem Amigos Terminou,-6.1
Galvão - Bem Amigos Terminou - part 3,Tristeza,00:00:04.614,00:00:06.921,sounds/Tristeza/Galvão - Bem Amigos Terminou.mp3,Galvão - Bem Amigos Terminou,-5.1
Galvão - Bem Amigos Terminou - part 4,Tristeza,00:00:06.921,00:00:09.228,sounds/Tristeza/Galvão - Bem Amigos Terminou.mp3,Galvão - Bem Amigos Terminou,-5.1
Galvão - Momentos de Angustia,Tristeza,00:00:00.000,00:00:03.056,sounds/Tristeza/Galvão - Momentos de Angustia.mp3,,0.9
Galvão - Ninguém Sabe o Que Faz,Tristeza,00:00:00.000,00:00:08.281,sounds/Tristeza/Galvão - Ninguém Sabe o Que Faz.mp3,,-5.7
Galvão - Ninguém Sabe o Que Faz - part 1,Tristeza,00:00:00.000,00:00:02.070,sounds/Tristeza/Galvão - Ninguém Sabe o Que Faz.mp3,Galvão - Ninguém Sabe o Que Faz,-5.9
Galvão - Ninguém Sabe o Que Faz - part 2,Tristeza,00:00:02.070,00:00:04.141,sounds/Tristeza/Galvão - Ninguém Sabe o Que Faz.mp3,Galvão - Ninguém Sabe o Que Faz,-6.0
Galvão - Ninguém Sabe o Que Faz - part 3,Tristeza,00:00:04.141,00:00:06.211,sounds/Tristeza/Galvão - Ninguém Sabe o Que Faz.mp3,Galvão - Ninguém Sabe o Que Faz,-5.7
Galvão - Ninguém Sabe o Que Faz - part 4,Tristeza,00:00:06.211,00:00:08.281,sounds/Tristeza/Galvão - Ninguém Sabe o Que Faz.mp3,Galvão - Ninguém Sabe o Que Faz,-5.7
Goku - Mas que porra,Tristeza,00:00:00.000,00:00:02.183,sounds/Tristeza/Goku - Mas que porra.mp3,,-2.9
Goku - Mas que porra - word 1,Tristeza,00:00:00.280,00:00:01.160,sounds/Tristeza/Goku - Mas que porra.mp3,Goku - Mas que porra,-2.9
Goku - Mas que porra - word 2,Tristeza,00:00:01.220,00:00:02.180,sounds/Tristeza/Goku - Mas que porra.mp3,Goku - Mas que porra,-2.9
Hell Nah,Tristeza,00:00:00.000,00:00:10.797,sounds/Tristeza/Hell Nah.mp3,,-1.3
Hell Nah - part 1,Tristeza,00:00:00.000,00:00:02.699,sounds/Tristeza/Hell Nah.mp3,Hell Nah,-0.8
Hell Nah - part 2,Tristeza,00:00:02.699,00:00:05.399,sounds/Tristeza/Hell Nah.mp3,Hell Nah,-1.4
Hell Nah - part 3,Tristeza,00:00:05.399,00:00:08.098,sounds/Tristeza/Hell Nah.mp3,Hell Nah,-1.3
Hell Nah - part 4,Tristeza,00:00:08.098,00:00:10.797,sounds/Tristeza/Hell Nah.mp3,Hell Nah,-1.3
Im in Danger,Tristeza,00:00:00.000,00:00:02.352,sounds/Tristeza/Im in Danger.mp3,,8.8
Lego Breaking,Tristeza,00:00:00.000,00:00:01.649,sounds/Tristeza/Lego Breaking.mp3,,3.5
Lego Breaking - part 1,Tristeza,00:00:00.000,00:00:00.412,sounds/Tristeza/Lego Breaking.mp3,Lego Breaking,3.5
Lego Breaking - part 2,Tristeza,00:00:00.412,00:00:00.825,sounds/Tristeza/Lego Breaking.mp3,Lego Breaking,3.5
Lego Breaking - part 3,Tristeza,00:00:00.825,00:00:01.237,sounds/Tristeza/Lego Breaking.mp3,Lego Breaking,3.5
Lego Breaking - part 4,Tristeza,00:00:01.237,00:00:01.649,sounds/Tristeza/Lego Breaking.mp3,Lego Breaking,3.5
Lula - Cracudo Nao Arruma Desculpas,Tristeza,00:00:00.000,00:00:17.162,sounds/Tristeza/Lula - Cracudo Nao Arruma Desculpas.mp3,,-1.3
